mode,size_mb,rank,avg_time_s
mpi,1,0,0.120393
mpi,1,1,0.119012
mpi,50,0,8.053506
mpi,50,1,8.018146
mpi,100,0,16.824440
mpi,100,1,16.870210
mpi,200,0,35.013590
mpi,200,1,34.569460
mpi,500,0,90.987650
mpi,500,1,91.388460
