mode,size_mb,rank,avg_time_s
mpi,1,0,0.059144
mpi,1,1,0.059380
mpi,1,2,0.059374
mpi,1,3,0.059465
mpi,50,0,4.419621
mpi,50,1,4.365507
mpi,50,2,4.390458
mpi,50,3,4.282236
mpi,100,0,9.069999
mpi,100,1,9.066889
mpi,100,2,8.721354
mpi,100,3,8.932183
mpi,200,0,18.739760
mpi,200,1,18.352440
mpi,200,2,18.640050
mpi,200,3,18.701880
mpi,500,0,48.587430
mpi,500,1,48.003350
mpi,500,2,47.723990
mpi,500,3,48.409590
