mode,size_mb,run,rank,time_s
mpi,100,8,1,9.07782
mpi,100,8,2,8.90522
mpi,100,8,3,8.91352
mpi,100,9,0,9.16626
mpi,100,9,1,9.1482
mpi,100,9,2,8.69401
mpi,100,9,3,9.08874
mpi,100,10,0,9.0635
mpi,100,10,1,9.04878
mpi,100,10,2,8.66876
mpi,100,10,3,8.93801
mpi,200,1,0,18.7737
mpi,200,1,1,18.2997
mpi,200,1,2,18.7157
mpi,200,1,3,18.753
mpi,200,2,0,18.7405
mpi,200,2,1,18.3202
mpi,200,2,2,18.6728
mpi,200,2,3,18.6807
mpi,200,3,0,18.8798
mpi,200,3,1,18.677
mpi,200,3,2,18.7137
mpi,200,3,3,18.7969
mpi,200,4,0,18.8068
mpi,200,4,1,18.3597
mpi,200,4,2,18.5802
mpi,200,4,3,18.7635
mpi,200,5,0,18.6786
mpi,200,5,1,18.2036
mpi,200,5,2,18.6641
mpi,200,5,3,18.6216
mpi,200,6,0,18.6743
mpi,200,6,1,18.3228
mpi,200,6,2,18.6731
mpi,200,6,3,18.7244
mpi,200,7,0,18.6268
mpi,200,7,1,18.2606
mpi,200,7,2,18.4537
mpi,200,7,3,18.6724
mpi,200,8,0,18.7313
mpi,200,8,1,18.4773
mpi,200,8,2,18.6914
mpi,200,8,3,18.6526
mpi,200,9,0,18.6768
mpi,200,9,1,18.2193
mpi,200,9,2,18.6184
mpi,200,9,3,18.5592
mpi,200,10,0,18.809
mpi,200,10,1,18.3842
mpi,200,10,2,18.6174
mpi,200,10,3,18.7945
mpi,500,1,0,48.3619
mpi,500,1,1,47.7566
mpi,500,1,2,47.4743
mpi,500,1,3,48.2624
mpi,500,2,0,48.7308
mpi,500,2,1,48.134
mpi,500,2,2,47.9232
mpi,500,2,3,48.4864
mpi,500,3,0,48.4765
mpi,500,3,1,47.8089
mpi,500,3,2,47.8819
mpi,500,3,3,48.2703
mpi,500,4,0,49.6402
mpi,500,4,1,48.9256
mpi,500,4,2,48.8569
mpi,500,4,3,49.4415
mpi,500,5,0,48.5304
mpi,500,5,1,47.78
mpi,500,5,2,47.9833
mpi,500,5,3,48.373
mpi,500,6,0,48.3732
mpi,500,6,1,48.0896
mpi,500,6,2,47.255
mpi,500,6,3,48.0828
mpi,500,7,0,48.3393
mpi,500,7,1,47.9843
mpi,500,7,2,47.2232
mpi,500,7,3,48.1657
mpi,500,8,0,48.5273
mpi,500,8,1,47.9111
mpi,500,8,2,47.4022
mpi,500,8,3,48.4429
mpi,500,9,0,48.4022
mpi,500,9,1,47.8484
mpi,500,9,2,47.3605
mpi,500,9,3,48.1621
mpi,500,10,0,48.4925
mpi,500,10,1,47.795
mpi,500,10,2,47.8794
mpi,500,10,3,48.4088
