mode,size_mb,run,rank,threads,time_sa_local_s,time_comm_s,time_io_s,time_alloc_s
mpi+omp,500,7,3,2,2.030176,0.012394,0.025940,0.000001
mpi+omp,500,8,0,2,1.948431,0.012419,0.025888,0.000001
mpi+omp,500,8,1,2,1.961708,0.005325,0.025888,0.000001
mpi+omp,500,8,2,2,1.968301,0.008845,0.025888,0.000001
mpi+omp,500,8,3,2,1.799428,0.012417,0.025888,0.000001
mpi+omp,500,9,0,2,2.037117,0.013560,0.025889,0.000001
mpi+omp,500,9,1,2,1.995969,0.005804,0.025889,0.000001
mpi+omp,500,9,2,2,2.023054,0.009739,0.025889,0.000001
mpi+omp,500,9,3,2,1.861180,0.013553,0.025889,0.000001
mpi+omp,500,10,0,2,1.910329,0.012247,0.026008,0.000001
mpi+omp,500,10,1,2,1.931604,0.005170,0.026008,0.000001
mpi+omp,500,10,2,2,1.963589,0.008727,0.026008,0.000001
mpi+omp,500,10,3,2,1.934599,0.012245,0.026008,0.000001
