mode,size_mb,run,rank,threads,time_sa_local_s,time_comm_s,time_io_s,time_alloc_s
mpi+omp,50,9,0,2,0.081592,0.001513,0.004633,0.000002
mpi+omp,50,9,1,2,0.076250,0.000357,0.004265,0.000002
mpi+omp,50,9,2,2,0.079138,0.000543,0.004300,0.000001
mpi+omp,50,9,3,2,0.078048,0.000773,0.004268,0.000001
mpi+omp,50,9,4,2,0.084475,0.000964,0.004306,0.000001
mpi+omp,50,9,5,2,0.079778,0.001137,0.004266,0.000001
mpi+omp,50,9,6,2,0.080718,0.001327,0.004299,0.000002
mpi+omp,50,9,7,2,0.083182,0.001510,0.004266,0.000001
mpi+omp,50,10,0,2,0.076525,0.001505,0.004396,0.000001
mpi+omp,50,10,1,2,0.081132,0.000325,0.004058,0.000001
mpi+omp,50,10,2,2,0.080386,0.000517,0.004050,0.000001
mpi+omp,50,10,3,2,0.080074,0.000711,0.004058,0.000001
mpi+omp,50,10,4,2,0.081470,0.000936,0.004053,0.000001
mpi+omp,50,10,5,2,0.077707,0.001112,0.004058,0.000001
mpi+omp,50,10,6,2,0.081266,0.001308,0.004050,0.000001
mpi+omp,50,10,7,2,0.074678,0.001502,0.004058,0.000001
mpi+omp,100,1,0,2,0.172709,0.002827,0.007141,0.000001
mpi+omp,100,1,1,2,0.173520,0.000672,0.006786,0.000001
mpi+omp,100,1,2,2,0.171918,0.001033,0.006813,0.000001
mpi+omp,100,1,3,2,0.162666,0.001413,0.006786,0.000001
mpi+omp,100,1,4,2,0.166562,0.001779,0.006813,0.000001
mpi+omp,100,1,5,2,0.174985,0.002112,0.006786,0.000001
mpi+omp,100,1,6,2,0.160875,0.002485,0.006813,0.000001
mpi+omp,100,1,7,2,0.168706,0.002827,0.006786,0.000001
mpi+omp,100,2,0,2,0.164134,0.003471,0.006976,0.000002
mpi+omp,100,2,1,2,0.168723,0.000864,0.006639,0.000001
mpi+omp,100,2,2,2,0.173612,0.001366,0.006612,0.000001
mpi+omp,100,2,3,2,0.174044,0.001796,0.006641,0.000002
mpi+omp,100,2,4,2,0.168242,0.002205,0.006614,0.000001
mpi+omp,100,2,5,2,0.175055,0.002633,0.006641,0.000002
mpi+omp,100,2,6,2,0.161992,0.003044,0.006612,0.000001
mpi+omp,100,2,7,2,0.173295,0.003474,0.006639,0.000001
mpi+omp,100,3,0,2,0.178117,0.003191,0.007100,0.000001
mpi+omp,100,3,1,2,0.172444,0.000787,0.006743,0.000001
mpi+omp,100,3,2,2,0.172068,0.001194,0.006730,0.000001
mpi+omp,100,3,3,2,0.167314,0.001571,0.006739,0.000001
mpi+omp,100,3,4,2,0.177118,0.002031,0.006735,0.000001
mpi+omp,100,3,5,2,0.177003,0.002402,0.006743,0.000001
mpi+omp,100,3,6,2,0.164562,0.002807,0.006730,0.000001
mpi+omp,100,3,7,2,0.173659,0.003186,0.006739,0.000001
mpi+omp,100,4,0,2,0.164614,0.003418,0.007459,0.000001
mpi+omp,100,4,1,2,0.174879,0.000850,0.006930,0.000001
mpi+omp,100,4,2,2,0.168599,0.001313,0.006787,0.000001
mpi+omp,100,4,3,2,0.170323,0.001746,0.006936,0.000001
mpi+omp,100,4,4,2,0.162995,0.002118,0.006315,0.000001
mpi+omp,100,4,5,2,0.171963,0.002553,0.006470,0.000001
mpi+omp,100,4,6,2,0.160628,0.002978,0.006315,0.000001
mpi+omp,100,4,7,2,0.174795,0.003418,0.006470,0.000001
mpi+omp,100,5,0,2,0.164650,0.003479,0.006773,0.000001
mpi+omp,100,5,1,2,0.175464,0.000872,0.006401,0.000001
mpi+omp,100,5,2,2,0.170137,0.001313,0.006432,0.000001
mpi+omp,100,5,3,2,0.165493,0.001716,0.006401,0.000001
mpi+omp,100,5,4,2,0.177473,0.002206,0.006432,0.000001
mpi+omp,100,5,5,2,0.179121,0.002639,0.006401,0.000001
mpi+omp,100,5,6,2,0.171846,0.003042,0.006432,0.000001
mpi+omp,100,5,7,2,0.184684,0.003470,0.006401,0.000001
mpi+omp,100,6,0,2,0.190847,0.002983,0.007094,0.000001
mpi+omp,100,6,1,2,0.173543,0.000718,0.006742,0.000001
mpi+omp,100,6,2,2,0.166144,0.001114,0.006751,0.000001
mpi+omp,100,6,3,2,0.168120,0.001537,0.006735,0.000001
mpi+omp,100,6,4,2,0.166121,0.001901,0.006753,0.000001
mpi+omp,100,6,5,2,0.172746,0.002242,0.006742,0.000001
mpi+omp,100,6,6,2,0.175069,0.002617,0.006753,0.000001
mpi+omp,100,6,7,2,0.171508,0.002979,0.006738,0.000001
mpi+omp,100,7,0,2,0.179844,0.003146,0.008862,0.000001
mpi+omp,100,7,1,2,0.173570,0.000788,0.008521,0.000001
mpi+omp,100,7,2,2,0.169418,0.001192,0.008529,0.000001
mpi+omp,100,7,3,2,0.166722,0.001560,0.008521,0.000001
mpi+omp,100,7,4,2,0.173560,0.001960,0.008529,0.000001
mpi+omp,100,7,5,2,0.176251,0.002393,0.008521,0.000001
mpi+omp,100,7,6,2,0.166765,0.002769,0.008529,0.000001
mpi+omp,100,7,7,2,0.167468,0.003136,0.008521,0.000001
mpi+omp,100,8,0,2,0.173647,0.003249,0.006815,0.000001
mpi+omp,100,8,1,2,0.176441,0.000861,0.006453,0.000001
mpi+omp,100,8,2,2,0.166541,0.001256,0.006471,0.000001
mpi+omp,100,8,3,2,0.177884,0.001623,0.006446,0.000001
mpi+omp,100,8,4,2,0.176297,0.002014,0.006474,0.000001
mpi+omp,100,8,5,2,0.175765,0.002418,0.006453,0.000001
mpi+omp,100,8,6,2,0.166717,0.002810,0.006471,0.000001
mpi+omp,100,8,7,2,0.179248,0.003249,0.006446,0.000001
mpi+omp,100,9,0,2,0.179615,0.003364,0.007383,0.000002
mpi+omp,100,9,1,2,0.176811,0.000830,0.007012,0.000002
mpi+omp,100,9,2,2,0.174546,0.001251,0.007050,0.000002
mpi+omp,100,9,3,2,0.178624,0.001688,0.007012,0.000002
mpi+omp,100,9,4,2,0.170657,0.002100,0.007053,0.000002
mpi+omp,100,9,5,2,0.179523,0.002525,0.007012,0.000002
mpi+omp,100,9,6,2,0.172454,0.002966,0.007050,0.000002
mpi+omp,100,9,7,2,0.161768,0.003364,0.007012,0.000002
mpi+omp,100,10,0,2,0.183214,0.003196,0.007355,0.000001
mpi+omp,100,10,1,2,0.183461,0.000758,0.006989,0.000001
mpi+omp,100,10,2,2,0.174527,0.001171,0.006962,0.000001
mpi+omp,100,10,3,2,0.180180,0.001579,0.006985,0.000001
mpi+omp,100,10,4,2,0.176502,0.001991,0.006967,0.000001
mpi+omp,100,10,5,2,0.182934,0.002409,0.006987,0.000001
mpi+omp,100,10,6,2,0.172783,0.002807,0.006962,0.000001
mpi+omp,100,10,7,2,0.184573,0.003196,0.006984,0.000001
mpi+omp,200,1,0,2,0.416178,0.006222,0.011532,0.000001
mpi+omp,200,1,1,2,0.416062,0.001475,0.011191,0.000001
mpi+omp,200,1,2,2,0.396706,0.002258,0.011198,0.000001
mpi+omp,200,1,3,2,0.415603,0.003045,0.011191,0.000001
mpi+omp,200,1,4,2,0.405727,0.003829,0.011198,0.000001
mpi+omp,200,1,5,2,0.408260,0.004606,0.011191,0.000001
mpi+omp,200,1,6,2,0.415868,0.005368,0.011198,0.000001
mpi+omp,200,1,7,2,0.348038,0.006222,0.011191,0.000001
mpi+omp,200,2,0,2,0.389515,0.005965,0.011742,0.000001
mpi+omp,200,2,1,2,0.376914,0.001447,0.011401,0.000001
mpi+omp,200,2,2,2,0.403456,0.002154,0.011417,0.000001
mpi+omp,200,2,3,2,0.402275,0.002868,0.011396,0.000001
mpi+omp,200,2,4,2,0.401859,0.003707,0.011417,0.000001
mpi+omp,200,2,5,2,0.350922,0.004468,0.011401,0.000001
mpi+omp,200,2,6,2,0.392807,0.005208,0.011417,0.000001
mpi+omp,200,2,7,2,0.397919,0.005961,0.011401,0.000001
mpi+omp,200,3,0,2,0.408009,0.006441,0.012023,0.000001
mpi+omp,200,3,1,2,0.403818,0.001619,0.011673,0.000001
mpi+omp,200,3,2,2,0.380552,0.002384,0.011668,0.000001
mpi+omp,200,3,3,2,0.343780,0.003248,0.011673,0.000001
mpi+omp,200,3,4,2,0.373296,0.004085,0.011672,0.000001
mpi+omp,200,3,5,2,0.405961,0.004826,0.011673,0.000001
mpi+omp,200,3,6,2,0.399854,0.005594,0.011666,0.000001
mpi+omp,200,3,7,2,0.406907,0.006426,0.011673,0.000001
mpi+omp,200,4,0,2,0.418762,0.006615,0.012930,0.000001
mpi+omp,200,4,1,2,0.406425,0.001620,0.012573,0.000001
mpi+omp,200,4,2,2,0.418624,0.002530,0.012601,0.000001
mpi+omp,200,4,3,2,0.398463,0.003324,0.012572,0.000001
mpi+omp,200,4,4,2,0.413104,0.004131,0.012606,0.000001
mpi+omp,200,4,5,2,0.379828,0.004944,0.012573,0.000001
mpi+omp,200,4,6,2,0.408981,0.005748,0.012603,0.000002
mpi+omp,200,4,7,2,0.416965,0.006610,0.012571,0.000001
mpi+omp,200,5,0,2,0.430467,0.006770,0.012689,0.000001
mpi+omp,200,5,1,2,0.426580,0.001637,0.012345,0.000001
mpi+omp,200,5,2,2,0.427274,0.002479,0.012345,0.000001
mpi+omp,200,5,3,2,0.428875,0.003332,0.012345,0.000001
mpi+omp,200,5,4,2,0.417379,0.004207,0.012345,0.000001
mpi+omp,200,5,5,2,0.427477,0.005031,0.012345,0.000001
mpi+omp,200,5,6,2,0.381958,0.005853,0.012345,0.000001
mpi+omp,200,5,7,2,0.405770,0.006768,0.012345,0.000001
mpi+omp,200,6,0,2,0.400094,0.006623,0.012520,0.000001
mpi+omp,200,6,1,2,0.369162,0.001660,0.012174,0.000001
mpi+omp,200,6,2,2,0.397299,0.002463,0.012189,0.000001
mpi+omp,200,6,3,2,0.355646,0.003249,0.012174,0.000001
mpi+omp,200,6,4,2,0.399767,0.004073,0.012192,0.000001
mpi+omp,200,6,5,2,0.366986,0.004925,0.012174,0.000001
mpi+omp,200,6,6,2,0.397553,0.005763,0.012189,0.000001
mpi+omp,200,6,7,2,0.391295,0.006619,0.012174,0.000001
mpi+omp,200,7,0,2,0.417546,0.006100,0.012298,0.000001
mpi+omp,200,7,1,2,0.420264,0.001522,0.011953,0.000001
mpi+omp,200,7,2,2,0.411007,0.002291,0.011949,0.000001
mpi+omp,200,7,3,2,0.395276,0.003051,0.011953,0.000001
mpi+omp,200,7,4,2,0.387196,0.003810,0.011953,0.000001
mpi+omp,200,7,5,2,0.414128,0.004560,0.011953,0.000001
mpi+omp,200,7,6,2,0.376206,0.005321,0.011949,0.000001
mpi+omp,200,7,7,2,0.410755,0.006089,0.011953,0.000001
mpi+omp,200,8,0,2,0.399881,0.006251,0.012886,0.000002
mpi+omp,200,8,1,2,0.393583,0.001478,0.012517,0.000002
mpi+omp,200,8,2,2,0.405649,0.002209,0.012540,0.000001
mpi+omp,200,8,3,2,0.374717,0.003022,0.012516,0.000002
mpi+omp,200,8,4,2,0.407934,0.003830,0.012537,0.000002
mpi+omp,200,8,5,2,0.405461,0.004608,0.012516,0.000002
mpi+omp,200,8,6,2,0.364786,0.005445,0.012538,0.000002
mpi+omp,200,8,7,2,0.350170,0.006241,0.012516,0.000002
mpi+omp,200,9,0,2,0.393755,0.006236,0.012161,0.000001
mpi+omp,200,9,1,2,0.341553,0.001578,0.011805,0.000002
mpi+omp,200,9,2,2,0.350514,0.002360,0.011836,0.000001
mpi+omp,200,9,3,2,0.393850,0.003164,0.011802,0.000001
mpi+omp,200,9,4,2,0.389882,0.003938,0.011842,0.000001
mpi+omp,200,9,5,2,0.394267,0.004698,0.011802,0.000001
mpi+omp,200,9,6,2,0.366773,0.005467,0.011836,0.000001
mpi+omp,200,9,7,2,0.381027,0.006235,0.011801,0.000001
mpi+omp,200,10,0,2,0.409552,0.006426,0.012993,0.000001
mpi+omp,200,10,1,2,0.408130,0.001556,0.012646,0.000001
mpi+omp,200,10,2,2,0.406338,0.002330,0.012657,0.000001
mpi+omp,200,10,3,2,0.399115,0.003132,0.012642,0.000001
mpi+omp,200,10,4,2,0.348858,0.003981,0.012657,0.000001
mpi+omp,200,10,5,2,0.409719,0.004774,0.012649,0.000001
mpi+omp,200,10,6,2,0.378939,0.005568,0.012657,0.000001
mpi+omp,200,10,7,2,0.397146,0.006423,0.012642,0.000001
mpi+omp,500,1,0,2,1.074886,0.014558,0.028755,0.000001
mpi+omp,500,1,1,2,1.161626,0.003326,0.028411,0.000001
mpi+omp,500,1,2,2,1.059339,0.005205,0.028416,0.000001
mpi+omp,500,1,3,2,1.095900,0.007029,0.028411,0.000001
mpi+omp,500,1,4,2,1.153950,0.008869,0.028416,0.000001
mpi+omp,500,1,5,2,1.119048,0.010822,0.028411,0.000001
mpi+omp,500,1,6,2,1.142844,0.012561,0.028416,0.000001
mpi+omp,500,1,7,2,1.165400,0.014548,0.028411,0.000001
mpi+omp,500,2,0,2,1.043194,0.015350,0.028872,0.000001
mpi+omp,500,2,1,2,1.196611,0.003455,0.028514,0.000001
mpi+omp,500,2,2,2,1.194844,0.005413,0.028468,0.000001
mpi+omp,500,2,3,2,1.171962,0.007278,0.028514,0.000001
mpi+omp,500,2,4,2,1.191813,0.009523,0.028474,0.000001
mpi+omp,500,2,5,2,1.188165,0.011475,0.028514,0.000001
mpi+omp,500,2,6,2,1.179015,0.013294,0.028468,0.000001
mpi+omp,500,2,7,2,1.114601,0.015343,0.028513,0.000001
mpi+omp,500,3,0,2,1.126492,0.016051,0.027681,0.000001
mpi+omp,500,3,1,2,1.144873,0.003699,0.027283,0.000001
mpi+omp,500,3,2,2,1.073516,0.005797,0.027302,0.000001
mpi+omp,500,3,3,2,1.144358,0.007799,0.027280,0.000001
mpi+omp,500,3,4,2,0.986186,0.009841,0.027492,0.000001
mpi+omp,500,3,5,2,1.049173,0.012097,0.027283,0.000001
mpi+omp,500,3,6,2,1.111537,0.014120,0.027302,0.000001
mpi+omp,500,3,7,2,1.119338,0.016041,0.027282,0.000001
mpi+omp,500,4,0,2,0.953559,0.017170,0.026677,0.000001
mpi+omp,500,4,1,2,1.165330,0.003893,0.026328,0.000001
mpi+omp,500,4,2,2,1.170936,0.006184,0.026342,0.000001
mpi+omp,500,4,3,2,1.022313,0.008524,0.026326,0.000001
mpi+omp,500,4,4,2,1.170477,0.010708,0.026342,0.000001
mpi+omp,500,4,5,2,1.167220,0.012950,0.026328,0.000001
mpi+omp,500,4,6,2,1.097038,0.014860,0.026342,0.000001
mpi+omp,500,4,7,2,1.120582,0.017157,0.026326,0.000001
mpi+omp,500,5,0,2,0.967091,0.015696,0.026299,0.000001
mpi+omp,500,5,1,2,1.197610,0.003395,0.025921,0.000002
mpi+omp,500,5,2,2,1.191362,0.005454,0.025936,0.000001
mpi+omp,500,5,3,2,1.071987,0.007277,0.025919,0.000001
mpi+omp,500,5,4,2,1.196259,0.009165,0.025941,0.000001
mpi+omp,500,5,5,2,1.191908,0.011420,0.025918,0.000001
mpi+omp,500,5,6,2,1.169494,0.013463,0.025937,0.000002
mpi+omp,500,5,7,2,1.128330,0.015681,0.025919,0.000001
mpi+omp,500,6,0,2,1.050667,0.013892,0.026139,0.000001
mpi+omp,500,6,1,2,1.173025,0.003046,0.025697,0.000001
mpi+omp,500,6,2,2,1.163202,0.004883,0.025752,0.000002
mpi+omp,500,6,3,2,1.077408,0.006561,0.025692,0.000001
mpi+omp,500,6,4,2,1.003140,0.008367,0.025753,0.000001
mpi+omp,500,6,5,2,1.125768,0.010224,0.025696,0.000002
mpi+omp,500,6,6,2,1.167688,0.011988,0.025753,0.000001
mpi+omp,500,6,7,2,1.168547,0.013884,0.025696,0.000001
mpi+omp,500,7,0,2,1.195599,0.014135,0.027974,0.000001
mpi+omp,500,7,1,2,1.211452,0.003004,0.027331,0.000001
mpi+omp,500,7,2,2,1.215193,0.004923,0.027129,0.000001
mpi+omp,500,7,3,2,1.209097,0.006620,0.027334,0.000001
mpi+omp,500,7,4,2,1.027945,0.008568,0.025671,0.000001
mpi+omp,500,7,5,2,1.201468,0.010415,0.025923,0.000001
mpi+omp,500,7,6,2,1.091444,0.012300,0.025677,0.000001
mpi+omp,500,7,7,2,1.169946,0.014135,0.025933,0.000001
mpi+omp,500,8,0,2,1.153086,0.015561,0.027678,0.000001
mpi+omp,500,8,1,2,1.113005,0.003424,0.027148,0.000001
mpi+omp,500,8,2,2,1.164017,0.005434,0.026997,0.000001
mpi+omp,500,8,3,2,1.160426,0.007480,0.027146,0.000001
mpi+omp,500,8,4,2,1.129358,0.009359,0.025594,0.000001
mpi+omp,500,8,5,2,1.098950,0.011438,0.025743,0.000001
mpi+omp,500,8,6,2,1.064473,0.013495,0.025594,0.000001
mpi+omp,500,8,7,2,1.143851,0.015553,0.025724,0.000001
mpi+omp,500,9,0,2,1.161391,0.014306,0.026733,0.000001
mpi+omp,500,9,1,2,1.100719,0.003307,0.026299,0.000001
mpi+omp,500,9,2,2,1.087262,0.005196,0.026307,0.000001
mpi+omp,500,9,3,2,1.017804,0.007016,0.026298,0.000001
mpi+omp,500,9,4,2,1.065724,0.008758,0.026307,0.000001
mpi+omp,500,9,5,2,1.158800,0.010690,0.026298,0.000001
mpi+omp,500,9,6,2,1.147130,0.012413,0.026307,0.000001
mpi+omp,500,9,7,2,1.165383,0.014302,0.026298,0.000001
mpi+omp,500,10,0,2,1.057858,0.015758,0.025895,0.000001
mpi+omp,500,10,1,2,1.006169,0.003061,0.025567,0.000001
mpi+omp,500,10,2,2,1.187298,0.005233,0.025573,0.000001
mpi+omp,500,10,3,2,1.096926,0.007238,0.025562,0.000001
mpi+omp,500,10,4,2,1.190604,0.009317,0.025573,0.000001
