mode,size_mb,rank,avg_time_s
mpi+omp,1,0,0.123698
mpi+omp,1,1,0.123023
mpi+omp,50,0,8.263881
mpi+omp,50,1,8.179543
mpi+omp,100,0,16.879580
mpi+omp,100,1,16.946430
mpi+omp,200,0,34.750160
mpi+omp,200,1,34.337220
mpi+omp,500,0,89.440540
mpi+omp,500,1,90.189080
