mode,size_mb,run,rank,time_s
mpi+omp,1,1,0,0.0316856
mpi+omp,1,1,1,0.0311676
mpi+omp,1,1,2,0.0313665
mpi+omp,1,1,3,0.0315662
mpi+omp,1,1,4,0.0311392
mpi+omp,1,1,5,0.0304453
mpi+omp,1,1,6,0.0314809
mpi+omp,1,1,7,0.0312005
mpi+omp,1,2,0,0.031574
mpi+omp,1,2,1,0.0342174
mpi+omp,1,2,2,0.0306384
mpi+omp,1,2,3,0.0316456
mpi+omp,1,2,4,0.0315651
mpi+omp,1,2,5,0.0311342
mpi+omp,1,2,6,0.0319589
mpi+omp,1,2,7,0.0332753
mpi+omp,1,3,0,0.0310791
mpi+omp,1,3,1,0.030995
mpi+omp,1,3,2,0.0307232
mpi+omp,1,3,3,0.0309631
mpi+omp,1,3,4,0.0309307
mpi+omp,1,3,5,0.0301394
mpi+omp,1,3,6,0.0311606
mpi+omp,1,3,7,0.0303692
mpi+omp,1,4,0,0.0312387
mpi+omp,1,4,1,0.0304302
mpi+omp,1,4,2,0.0310158
mpi+omp,1,4,3,0.0306447
mpi+omp,1,4,4,0.031219
mpi+omp,1,4,5,0.0304349
mpi+omp,1,4,6,0.0312325
mpi+omp,1,4,7,0.0307611
mpi+omp,1,5,0,0.0314366
mpi+omp,1,5,1,0.0304454
mpi+omp,1,5,2,0.0310888
mpi+omp,1,5,3,0.0309362
mpi+omp,1,5,4,0.0313412
mpi+omp,1,5,5,0.0308851
mpi+omp,1,5,6,0.0313937
mpi+omp,1,5,7,0.0309648
mpi+omp,1,6,0,0.0309642
mpi+omp,1,6,1,0.0312983
mpi+omp,1,6,2,0.0306939
mpi+omp,1,6,3,0.031282
mpi+omp,1,6,4,0.0312692
mpi+omp,1,6,5,0.0307114
mpi+omp,1,6,6,0.0313227
mpi+omp,1,6,7,0.0307563
mpi+omp,1,7,0,0.031567
mpi+omp,1,7,1,0.031229
mpi+omp,1,7,2,0.0312936
mpi+omp,1,7,3,0.0309098
mpi+omp,1,7,4,0.0312635
mpi+omp,1,7,5,0.0308626
mpi+omp,1,7,6,0.0311943
mpi+omp,1,7,7,0.0307457
mpi+omp,1,8,0,0.0310396
mpi+omp,1,8,1,0.0298194
mpi+omp,1,8,2,0.0313521
mpi+omp,1,8,3,0.0310186
mpi+omp,1,8,4,0.0313187
mpi+omp,1,8,5,0.029827
mpi+omp,1,8,6,0.0312078
mpi+omp,1,8,7,0.0315141
mpi+omp,1,9,0,0.0312134
mpi+omp,1,9,1,0.033652
mpi+omp,1,9,2,0.0311889
mpi+omp,1,9,3,0.0313124
mpi+omp,1,9,4,0.030985
mpi+omp,1,9,5,0.0304698
mpi+omp,1,9,6,0.0309402
mpi+omp,1,9,7,0.0303969
mpi+omp,1,10,0,0.0314022
mpi+omp,1,10,1,0.0305977
mpi+omp,1,10,2,0.0306305
mpi+omp,1,10,3,0.0307986
mpi+omp,1,10,4,0.0313059
mpi+omp,1,10,5,0.0304079
mpi+omp,1,10,6,0.0312735
mpi+omp,1,10,7,0.0312787
mpi+omp,50,1,0,2.67018
mpi+omp,50,1,1,2.65141
mpi+omp,50,1,2,2.64308
mpi+omp,50,1,3,2.67525
mpi+omp,50,1,4,2.58404
mpi+omp,50,1,5,2.58103
mpi+omp,50,1,6,2.63655
mpi+omp,50,1,7,2.4544
mpi+omp,50,2,0,2.61791
mpi+omp,50,2,1,2.6183
mpi+omp,50,2,2,2.26406
mpi+omp,50,2,3,2.64219
mpi+omp,50,2,4,2.64306
mpi+omp,50,2,5,2.55012
mpi+omp,50,2,6,2.59102
mpi+omp,50,2,7,2.41006
mpi+omp,50,3,0,2.68192
mpi+omp,50,3,1,2.65312
mpi+omp,50,3,2,2.59736
mpi+omp,50,3,3,2.69656
mpi+omp,50,3,4,2.58689
mpi+omp,50,3,5,2.52584
mpi+omp,50,3,6,2.68263
mpi+omp,50,3,7,2.66861
mpi+omp,50,4,0,2.63034
mpi+omp,50,4,1,2.43833
mpi+omp,50,4,2,2.62216
mpi+omp,50,4,3,2.65656
mpi+omp,50,4,4,2.36754
mpi+omp,50,4,5,2.58137
mpi+omp,50,4,6,2.63979
mpi+omp,50,4,7,2.61322
mpi+omp,50,5,0,2.64053
mpi+omp,50,5,1,2.64457
mpi+omp,50,5,2,2.52193
mpi+omp,50,5,3,2.65301
mpi+omp,50,5,4,2.47666
mpi+omp,50,5,5,2.59967
mpi+omp,50,5,6,2.62567
mpi+omp,50,5,7,2.3777
mpi+omp,50,6,0,2.61147
mpi+omp,50,6,1,2.65724
mpi+omp,50,6,2,2.4037
mpi+omp,50,6,3,2.65798
mpi+omp,50,6,4,2.63479
mpi+omp,50,6,5,2.63982
mpi+omp,50,6,6,2.44862
mpi+omp,50,6,7,2.55725
mpi+omp,50,7,0,2.6652
mpi+omp,50,7,1,2.65456
mpi+omp,50,7,2,2.44745
mpi+omp,50,7,3,2.67415
mpi+omp,50,7,4,2.40296
mpi+omp,50,7,5,2.64466
mpi+omp,50,7,6,2.59908
mpi+omp,50,7,7,2.6358
mpi+omp,50,8,0,2.61057
mpi+omp,50,8,1,2.60521
mpi+omp,50,8,2,2.62248
mpi+omp,50,8,3,2.66884
mpi+omp,50,8,4,2.67184
mpi+omp,50,8,5,2.61186
mpi+omp,50,8,6,2.33183
mpi+omp,50,8,7,2.66259
mpi+omp,50,9,0,2.5886
mpi+omp,50,9,1,2.66086
mpi+omp,50,9,2,2.66238
mpi+omp,50,9,3,2.67742
mpi+omp,50,9,4,2.65305
mpi+omp,50,9,5,2.6893
mpi+omp,50,9,6,2.62142
mpi+omp,50,9,7,2.36989
mpi+omp,50,10,0,2.66015
mpi+omp,50,10,1,2.6321
mpi+omp,50,10,2,2.66816
mpi+omp,50,10,3,2.68686
mpi+omp,50,10,4,2.68208
mpi+omp,50,10,5,2.44593
mpi+omp,50,10,6,2.62951
mpi+omp,50,10,7,2.68889
mpi+omp,100,1,0,5.59729
mpi+omp,100,1,1,5.60892
mpi+omp,100,1,2,5.56142
mpi+omp,100,1,3,5.43768
mpi+omp,100,1,4,5.42585
mpi+omp,100,1,5,5.53706
mpi+omp,100,1,6,5.14323
mpi+omp,100,1,7,5.00659
mpi+omp,100,2,0,5.40736
mpi+omp,100,2,1,5.4485
mpi+omp,100,2,2,5.52771
mpi+omp,100,2,3,5.55888
mpi+omp,100,2,4,4.97416
mpi+omp,100,2,5,5.18944
mpi+omp,100,2,6,5.54781
mpi+omp,100,2,7,5.08413
mpi+omp,100,3,0,5.50842
mpi+omp,100,3,1,5.67269
mpi+omp,100,3,2,5.57309
mpi+omp,100,3,3,5.4811
mpi+omp,100,3,4,5.30068
mpi+omp,100,3,5,5.53331
mpi+omp,100,3,6,5.43864
mpi+omp,100,3,7,5.47488
mpi+omp,100,4,0,5.40103
mpi+omp,100,4,1,5.42193
mpi+omp,100,4,2,5.43296
mpi+omp,100,4,3,5.37722
mpi+omp,100,4,4,5.23924
mpi+omp,100,4,5,5.17305
mpi+omp,100,4,6,5.06607
mpi+omp,100,4,7,5.63951
mpi+omp,100,5,0,5.50867
mpi+omp,100,5,1,5.57415
mpi+omp,100,5,2,5.44551
mpi+omp,100,5,3,5.4117
mpi+omp,100,5,4,4.87627
mpi+omp,100,5,5,5.33043
mpi+omp,100,5,6,5.35084
mpi+omp,100,5,7,5.26043
mpi+omp,100,6,0,5.62529
mpi+omp,100,6,1,5.5283
mpi+omp,100,6,2,5.57191
mpi+omp,100,6,3,5.44298
mpi+omp,100,6,4,5.62396
mpi+omp,100,6,5,5.50238
mpi+omp,100,6,6,5.22857
mpi+omp,100,6,7,5.58504
mpi+omp,100,7,0,5.56654
mpi+omp,100,7,1,5.40866
mpi+omp,100,7,2,5.44949
mpi+omp,100,7,3,5.31864
mpi+omp,100,7,4,5.31244
mpi+omp,100,7,5,5.24051
mpi+omp,100,7,6,5.01615
mpi+omp,100,7,7,5.5081
mpi+omp,100,8,0,5.48638
mpi+omp,100,8,1,5.46937
mpi+omp,100,8,2,5.5882
mpi+omp,100,8,3,5.37872
mpi+omp,100,8,4,5.24072
mpi+omp,100,8,5,5.38634
mpi+omp,100,8,6,5.2584
mpi+omp,100,8,7,5.51768
mpi+omp,100,9,0,5.49629
mpi+omp,100,9,1,5.42841
