mode,size_mb,run,rank,time_s
mpi+omp,100,9,2,5.51596
mpi+omp,100,9,3,5.36638
mpi+omp,100,9,4,5.24272
mpi+omp,100,9,5,5.06466
mpi+omp,100,9,6,5.43611
mpi+omp,100,9,7,5.59214
mpi+omp,100,10,0,5.5098
mpi+omp,100,10,1,5.43895
mpi+omp,100,10,2,5.48694
mpi+omp,100,10,3,5.4123
mpi+omp,100,10,4,5.33883
mpi+omp,100,10,5,5.18462
mpi+omp,100,10,6,5.24117
mpi+omp,100,10,7,5.54845
mpi+omp,200,1,0,11.4963
mpi+omp,200,1,1,11.3964
mpi+omp,200,1,2,11.3357
mpi+omp,200,1,3,11.6302
mpi+omp,200,1,4,11.5016
mpi+omp,200,1,5,11.3497
mpi+omp,200,1,6,11.3292
mpi+omp,200,1,7,11.4764
mpi+omp,200,2,0,11.7077
mpi+omp,200,2,1,11.7424
mpi+omp,200,2,2,11.5792
mpi+omp,200,2,3,11.785
mpi+omp,200,2,4,10.9587
mpi+omp,200,2,5,11.4615
mpi+omp,200,2,6,11.5507
mpi+omp,200,2,7,11.5451
mpi+omp,200,3,0,11.4004
mpi+omp,200,3,1,11.5735
mpi+omp,200,3,2,11.3955
mpi+omp,200,3,3,11.1701
mpi+omp,200,3,4,11.4059
mpi+omp,200,3,5,11.5397
mpi+omp,200,3,6,10.2713
mpi+omp,200,3,7,11.3928
mpi+omp,200,4,0,11.4446
mpi+omp,200,4,1,11.5727
mpi+omp,200,4,2,11.0239
mpi+omp,200,4,3,11.5342
mpi+omp,200,4,4,11.6506
mpi+omp,200,4,5,11.4531
mpi+omp,200,4,6,10.8553
mpi+omp,200,4,7,11.6138
mpi+omp,200,5,0,11.1599
mpi+omp,200,5,1,11.4679
mpi+omp,200,5,2,11.5813
mpi+omp,200,5,3,11.4977
mpi+omp,200,5,4,11.5674
mpi+omp,200,5,5,10.7442
mpi+omp,200,5,6,11.1402
mpi+omp,200,5,7,11.2925
mpi+omp,200,6,0,11.6958
mpi+omp,200,6,1,11.6237
mpi+omp,200,6,2,11.0075
mpi+omp,200,6,3,11.5442
mpi+omp,200,6,4,11.3846
mpi+omp,200,6,5,11.207
mpi+omp,200,6,6,11.5019
mpi+omp,200,6,7,11.6438
mpi+omp,200,7,0,11.4469
mpi+omp,200,7,1,11.7199
mpi+omp,200,7,2,11.4821
mpi+omp,200,7,3,11.2457
mpi+omp,200,7,4,11.7406
mpi+omp,200,7,5,11.6351
mpi+omp,200,7,6,11.5844
mpi+omp,200,7,7,11.618
mpi+omp,200,8,0,11.3747
mpi+omp,200,8,1,11.5215
mpi+omp,200,8,2,11.479
mpi+omp,200,8,3,11.0676
mpi+omp,200,8,4,11.5239
mpi+omp,200,8,5,11.2186
mpi+omp,200,8,6,11.3532
mpi+omp,200,8,7,11.6399
mpi+omp,200,9,0,11.4329
mpi+omp,200,9,1,10.9519
mpi+omp,200,9,2,11.5522
mpi+omp,200,9,3,11.5554
mpi+omp,200,9,4,11.6913
mpi+omp,200,9,5,11.6596
mpi+omp,200,9,6,11.3963
mpi+omp,200,9,7,11.2813
mpi+omp,200,10,0,11.5012
mpi+omp,200,10,1,11.6305
mpi+omp,200,10,2,11.4667
mpi+omp,200,10,3,11.1346
mpi+omp,200,10,4,10.9907
mpi+omp,200,10,5,11.0044
mpi+omp,200,10,6,11.55
mpi+omp,200,10,7,11.622
mpi+omp,500,1,0,29.9759
mpi+omp,500,1,1,30.4672
mpi+omp,500,1,2,30.3135
mpi+omp,500,1,3,30.1519
mpi+omp,500,1,4,30.0061
mpi+omp,500,1,5,27.8994
mpi+omp,500,1,6,29.275
mpi+omp,500,1,7,28.6963
mpi+omp,500,2,0,29.9741
mpi+omp,500,2,1,28.2418
mpi+omp,500,2,2,29.6492
mpi+omp,500,2,3,29.0304
mpi+omp,500,2,4,29.9954
mpi+omp,500,2,5,27.7167
mpi+omp,500,2,6,29.9316
mpi+omp,500,2,7,29.6807
mpi+omp,500,3,0,30.1109
mpi+omp,500,3,1,28.0749
mpi+omp,500,3,2,30.2172
mpi+omp,500,3,3,29.0733
mpi+omp,500,3,4,29.6996
mpi+omp,500,3,5,29.8471
mpi+omp,500,3,6,28.1617
mpi+omp,500,3,7,29.8832
mpi+omp,500,4,0,30.0812
mpi+omp,500,4,1,27.3632
mpi+omp,500,4,2,27.8869
mpi+omp,500,4,3,30.0664
mpi+omp,500,4,4,29.8557
mpi+omp,500,4,5,29.6283
mpi+omp,500,4,6,29.4423
mpi+omp,500,4,7,30.2128
mpi+omp,500,5,0,29.9579
mpi+omp,500,5,1,30.1368
mpi+omp,500,5,2,29.7569
mpi+omp,500,5,3,30.2327
mpi+omp,500,5,4,30.2157
mpi+omp,500,5,5,27.0582
mpi+omp,500,5,6,28.4797
mpi+omp,500,5,7,29.1557
mpi+omp,500,6,0,30.6728
mpi+omp,500,6,1,30.0817
mpi+omp,500,6,2,29.0218
mpi+omp,500,6,3,30.6215
mpi+omp,500,6,4,30.2689
mpi+omp,500,6,5,29.7346
mpi+omp,500,6,6,30.6781
mpi+omp,500,6,7,30.3386
mpi+omp,500,7,0,29.2417
mpi+omp,500,7,1,28.3474
mpi+omp,500,7,2,28.788
mpi+omp,500,7,3,29.1425
mpi+omp,500,7,4,29.072
mpi+omp,500,7,5,27.2411
mpi+omp,500,7,6,28.9877
mpi+omp,500,7,7,30.6883
mpi+omp,500,8,0,29.4287
mpi+omp,500,8,1,27.7919
mpi+omp,500,8,2,29.0655
mpi+omp,500,8,3,29.2959
mpi+omp,500,8,4,29.7855
mpi+omp,500,8,5,28.5272
mpi+omp,500,8,6,29.3877
mpi+omp,500,8,7,29.8728
mpi+omp,500,9,0,29.787
mpi+omp,500,9,1,29.5785
mpi+omp,500,9,2,28.0428
mpi+omp,500,9,3,29.7111
mpi+omp,500,9,4,29.1647
mpi+omp,500,9,5,27.3983
mpi+omp,500,9,6,28.5909
mpi+omp,500,9,7,29.289
mpi+omp,500,10,0,29.606
mpi+omp,500,10,1,28.9502
mpi+omp,500,10,2,28.937
mpi+omp,500,10,3,29.599
mpi+omp,500,10,4,29.8566
mpi+omp,500,10,5,29.1836
mpi+omp,500,10,6,28.5044
mpi+omp,500,10,7,29.9858
