mode,size_mb,ranks,avg_time_io_max_s,avg_time_alloc_max_s,avg_time_sa_max_s,avg_time_merge_s,avg_time_lcp_s,avg_time_lrs_scan_s,avg_time_compute_pure_s,avg_time_total_compute_s,avg_time_transfers_comm_s,avg_throughput_MBps,avg_speedup,avg_efficiency_pct,avg_memory_overhead_ratio_pct
mpi,1,8,0.002247,0.000001,0.000772,0.002110,0.000508,0.000026,0.003390,0.003418,0.000040,14.048932,1.707921,21.349014,0.043636
mpi,50,8,0.004612,0.000001,0.082003,0.137638,0.054620,0.001257,0.274260,0.275519,0.001563,8.687592,1.423834,17.797928,0.000522
mpi,100,8,0.007216,0.000001,0.178684,0.282513,0.150023,0.002527,0.611220,0.613749,0.003216,7.795076,1.649196,20.614946,0.000240
mpi,200,8,0.011855,0.000001,0.417840,0.618015,0.373100,0.004967,1.408955,1.413924,0.006106,6.769423,1.647286,20.591071,0.000102
mpi,500,8,0.026600,0.000001,1.153391,2.708061,1.119240,0.012472,4.980693,4.993166,0.014300,4.781354,1.407137,17.589205,0.000031
