mode,size_mb,rank,avg_time_s
mpi,1,0,0.124662
mpi,1,1,0.122246
mpi,5,0,0.725092
mpi,5,1,0.729625
mpi,10,0,1.529468
mpi,10,1,1.546592
mpi,50,0,8.325830
mpi,50,1,8.292322
mpi,100,0,17.162910
mpi,100,1,16.858470
mpi,500,0,93.269250
mpi,500,1,93.384970
