mode,size_mb,run,rank,time_s
mpi,50,9,0,4.51649
mpi,50,9,1,4.52322
mpi,50,9,2,4.54991
mpi,50,9,3,4.55034
mpi,50,9,4,4.20789
mpi,50,9,5,4.1516
mpi,50,9,6,4.28281
mpi,50,9,7,4.50595
mpi,50,10,0,4.17104
mpi,50,10,1,4.41814
mpi,50,10,2,4.51954
mpi,50,10,3,4.53765
mpi,50,10,4,4.46041
mpi,50,10,5,4.52791
mpi,50,10,6,4.53204
mpi,50,10,7,4.29378
mpi,100,1,0,8.40773
mpi,100,1,1,8.56628
mpi,100,1,2,8.08959
mpi,100,1,3,8.63235
mpi,100,1,4,9.03512
mpi,100,1,5,8.90029
mpi,100,1,6,9.01501
mpi,100,1,7,9.02434
mpi,100,2,0,8.49137
mpi,100,2,1,9.06076
mpi,100,2,2,9.10992
mpi,100,2,3,9.05651
mpi,100,2,4,8.55896
mpi,100,2,5,8.05119
mpi,100,2,6,9.09084
mpi,100,2,7,9.0817
mpi,100,3,0,8.469
mpi,100,3,1,9.18837
mpi,100,3,2,9.20908
mpi,100,3,3,9.2035
mpi,100,3,4,9.11381
mpi,100,3,5,9.10476
mpi,100,3,6,8.7027
mpi,100,3,7,8.96954
mpi,100,4,0,9.23694
mpi,100,4,1,9.30275
mpi,100,4,2,9.2879
mpi,100,4,3,9.29988
mpi,100,4,4,9.30153
mpi,100,4,5,8.87879
mpi,100,4,6,8.88502
mpi,100,4,7,8.88904
mpi,100,5,0,8.47512
mpi,100,5,1,9.00185
mpi,100,5,2,8.94461
mpi,100,5,3,8.96315
mpi,100,5,4,7.89001
mpi,100,5,5,9.01516
mpi,100,5,6,8.35861
mpi,100,5,7,8.79036
mpi,100,6,0,8.22258
mpi,100,6,1,9.04212
mpi,100,6,2,9.04462
mpi,100,6,3,9.11468
mpi,100,6,4,9.02808
mpi,100,6,5,9.09373
mpi,100,6,6,7.87455
mpi,100,6,7,9.0574
mpi,100,7,0,9.10985
mpi,100,7,1,9.16172
mpi,100,7,2,9.15436
mpi,100,7,3,9.18024
mpi,100,7,4,7.9543
mpi,100,7,5,9.13807
mpi,100,7,6,8.8994
mpi,100,7,7,8.64923
mpi,100,8,0,7.90794
mpi,100,8,1,8.96003
mpi,100,8,2,9.19576
mpi,100,8,3,9.21368
mpi,100,8,4,8.78338
mpi,100,8,5,9.18207
mpi,100,8,6,9.21688
mpi,100,8,7,9.17298
mpi,100,9,0,9.14771
mpi,100,9,1,9.24465
mpi,100,9,2,9.08031
mpi,100,9,3,9.26602
mpi,100,9,4,8.30156
mpi,100,9,5,9.27417
mpi,100,9,6,9.23583
mpi,100,9,7,8.51386
mpi,100,10,0,9.11513
mpi,100,10,1,9.035
mpi,100,10,2,8.58778
mpi,100,10,3,9.11894
mpi,100,10,4,8.0024
mpi,100,10,5,9.05495
mpi,100,10,6,9.08489
mpi,100,10,7,8.37647
