mode,size_mb,run,rank,time_s
mpi,1,1,0,0.0670792
mpi,1,1,1,0.0509538
mpi,1,1,2,0.0675652
mpi,1,1,3,0.067838
mpi,1,1,4,0.0578898
mpi,1,1,5,0.0573669
mpi,1,1,6,0.0676832
mpi,1,1,7,0.0658068
mpi,1,2,0,0.0687324
mpi,1,2,1,0.0580334
mpi,1,2,2,0.0600819
mpi,1,2,3,0.0685343
mpi,1,2,4,0.0686366
mpi,1,2,5,0.065682
mpi,1,2,6,0.0603836
mpi,1,2,7,0.0687262
mpi,1,3,0,0.0664437
mpi,1,3,1,0.0467035
mpi,1,3,2,0.0692553
mpi,1,3,3,0.069456
mpi,1,3,4,0.0692369
mpi,1,3,5,0.0676464
mpi,1,3,6,0.0596367
mpi,1,3,7,0.0684767
mpi,1,4,0,0.0704823
mpi,1,4,1,0.0573594
mpi,1,4,2,0.0702804
mpi,1,4,3,0.0704518
mpi,1,4,4,0.070448
mpi,1,4,5,0.0620686
mpi,1,4,6,0.0702927
mpi,1,4,7,0.0584146
mpi,1,5,0,0.0691529
mpi,1,5,1,0.0574257
mpi,1,5,2,0.0588381
mpi,1,5,3,0.0688593
mpi,1,5,4,0.0691611
mpi,1,5,5,0.0687738
mpi,1,5,6,0.0687528
mpi,1,5,7,0.0606019
mpi,1,6,0,0.060406
mpi,1,6,1,0.0594126
mpi,1,6,2,0.0606803
mpi,1,6,3,0.0701015
mpi,1,6,4,0.0684734
mpi,1,6,5,0.0646665
mpi,1,6,6,0.0701546
mpi,1,6,7,0.0687305
mpi,1,7,0,0.0496658
mpi,1,7,1,0.0369458
mpi,1,7,2,0.0516157
mpi,1,7,3,0.0516627
mpi,1,7,4,0.0449635
mpi,1,7,5,0.0457947
mpi,1,7,6,0.046008
mpi,1,7,7,0.0433395
mpi,1,8,0,0.0726451
mpi,1,8,1,0.0576809
mpi,1,8,2,0.0694941
mpi,1,8,3,0.066319
mpi,1,8,4,0.0721328
mpi,1,8,5,0.0625772
mpi,1,8,6,0.0622064
mpi,1,8,7,0.068762
mpi,1,9,0,0.0668668
mpi,1,9,1,0.0487548
mpi,1,9,2,0.0686594
mpi,1,9,3,0.0682814
mpi,1,9,4,0.0683994
mpi,1,9,5,0.0570276
mpi,1,9,6,0.0682347
mpi,1,9,7,0.063221
mpi,1,10,0,0.0722277
mpi,1,10,1,0.0583738
mpi,1,10,2,0.0722672
mpi,1,10,3,0.0725138
mpi,1,10,4,0.0723855
mpi,1,10,5,0.0597882
mpi,1,10,6,0.0724563
mpi,1,10,7,0.0725234
mpi,5,1,0,0.341931
mpi,5,1,1,0.391444
mpi,5,1,2,0.350119
mpi,5,1,3,0.393576
mpi,5,1,4,0.377825
mpi,5,1,5,0.390736
mpi,5,1,6,0.369371
mpi,5,1,7,0.393928
mpi,5,2,0,0.323322
mpi,5,2,1,0.307976
mpi,5,2,2,0.326389
mpi,5,2,3,0.310004
mpi,5,2,4,0.28845
mpi,5,2,5,0.313433
mpi,5,2,6,0.329338
mpi,5,2,7,0.329529
mpi,5,3,0,0.368254
mpi,5,3,1,0.38437
mpi,5,3,2,0.337375
mpi,5,3,3,0.383617
mpi,5,3,4,0.370598
mpi,5,3,5,0.364747
mpi,5,3,6,0.334632
mpi,5,3,7,0.383622
mpi,5,4,0,0.331088
mpi,5,4,1,0.330254
mpi,5,4,2,0.372258
mpi,5,4,3,0.372507
mpi,5,4,4,0.333994
mpi,5,4,5,0.360014
mpi,5,4,6,0.315229
mpi,5,4,7,0.370209
mpi,5,5,0,0.357751
mpi,5,5,1,0.368719
mpi,5,5,2,0.337217
mpi,5,5,3,0.341387
mpi,5,5,4,0.329633
mpi,5,5,5,0.373004
mpi,5,5,6,0.330117
mpi,5,5,7,0.372264
mpi,5,6,0,0.395197
mpi,5,6,1,0.395294
mpi,5,6,2,0.394606
mpi,5,6,3,0.337331
mpi,5,6,4,0.354002
mpi,5,6,5,0.356831
mpi,5,6,6,0.394991
mpi,5,6,7,0.377249
mpi,5,7,0,0.388632
mpi,5,7,1,0.387079
mpi,5,7,2,0.368192
mpi,5,7,3,0.323933
mpi,5,7,4,0.341598
mpi,5,7,5,0.379356
mpi,5,7,6,0.384419
mpi,5,7,7,0.34904
mpi,5,8,0,0.33204
mpi,5,8,1,0.348265
mpi,5,8,2,0.369891
mpi,5,8,3,0.333164
mpi,5,8,4,0.363403
mpi,5,8,5,0.320789
mpi,5,8,6,0.312489
mpi,5,8,7,0.341639
mpi,5,9,0,0.330848
mpi,5,9,1,0.329687
mpi,5,9,2,0.330151
mpi,5,9,3,0.31736
mpi,5,9,4,0.327152
mpi,5,9,5,0.314852
mpi,5,9,6,0.300079
mpi,5,9,7,0.327466
mpi,5,10,0,0.383144
mpi,5,10,1,0.390665
mpi,5,10,2,0.3909
mpi,5,10,3,0.377398
mpi,5,10,4,0.373598
mpi,5,10,5,0.389932
mpi,5,10,6,0.342031
mpi,5,10,7,0.345232
mpi,10,1,0,0.69887
mpi,10,1,1,0.704582
mpi,10,1,2,0.740577
mpi,10,1,3,0.78562
mpi,10,1,4,0.789169
mpi,10,1,5,0.772102
mpi,10,1,6,0.69418
mpi,10,1,7,0.781521
mpi,10,2,0,0.694306
mpi,10,2,1,0.792511
mpi,10,2,2,0.792169
mpi,10,2,3,0.804075
mpi,10,2,4,0.789294
mpi,10,2,5,0.770834
mpi,10,2,6,0.697681
mpi,10,2,7,0.802391
mpi,10,3,0,0.705614
mpi,10,3,1,0.793796
mpi,10,3,2,0.779506
mpi,10,3,3,0.779628
mpi,10,3,4,0.800702
mpi,10,3,5,0.707093
mpi,10,3,6,0.725068
mpi,10,3,7,0.801924
mpi,10,4,0,0.795045
mpi,10,4,1,0.751456
mpi,10,4,2,0.714761
mpi,10,4,3,0.781251
mpi,10,4,4,0.799188
mpi,10,4,5,0.790145
mpi,10,4,6,0.722064
mpi,10,4,7,0.699755
mpi,10,5,0,0.723687
mpi,10,5,1,0.822548
mpi,10,5,2,0.813864
mpi,10,5,3,0.763807
mpi,10,5,4,0.819518
mpi,10,5,5,0.794706
mpi,10,5,6,0.726783
mpi,10,5,7,0.790198
mpi,10,6,0,0.759621
mpi,10,6,1,0.810308
mpi,10,6,2,0.789734
mpi,10,6,3,0.743901
mpi,10,6,4,0.82666
mpi,10,6,5,0.832571
mpi,10,6,6,0.723376
mpi,10,6,7,0.778612
mpi,10,7,0,0.802174
mpi,10,7,1,0.722865
mpi,10,7,2,0.705059
mpi,10,7,3,0.788551
mpi,10,7,4,0.791831
mpi,10,7,5,0.772426
mpi,10,7,6,0.701384
mpi,10,7,7,0.73843
mpi,10,8,0,0.813031
mpi,10,8,1,0.780234
mpi,10,8,2,0.819974
mpi,10,8,3,0.805857
mpi,10,8,4,0.84708
mpi,10,8,5,0.775089
mpi,10,8,6,0.750564
mpi,10,8,7,0.742404
mpi,10,9,0,0.692253
mpi,10,9,1,0.716096
mpi,10,9,2,0.686186
mpi,10,9,3,0.709854
mpi,10,9,4,0.712488
mpi,10,9,5,0.714923
mpi,10,9,6,0.673126
mpi,10,9,7,0.690945
mpi,10,10,0,0.822999
mpi,10,10,1,0.732425
mpi,10,10,2,0.825996
mpi,10,10,3,0.824007
mpi,10,10,4,0.798983
mpi,10,10,5,0.77109
mpi,10,10,6,0.825382
mpi,10,10,7,0.716599
mpi,50,1,0,4.27148
mpi,50,1,1,3.96454
mpi,50,1,2,4.04254
mpi,50,1,3,4.32037
mpi,50,1,4,3.79129
mpi,50,1,5,4.33381
mpi,50,1,6,3.85438
mpi,50,1,7,4.31896
mpi,50,2,0,4.36855
mpi,50,2,1,3.78506
mpi,50,2,2,4.40271
mpi,50,2,3,4.39846
mpi,50,2,4,4.26999
mpi,50,2,5,3.9103
mpi,50,2,6,4.28647
mpi,50,2,7,4.38075
mpi,50,3,0,4.16877
mpi,50,3,1,4.41201
mpi,50,3,2,4.41941
mpi,50,3,3,4.40262
mpi,50,3,4,4.38186
mpi,50,3,5,3.97172
mpi,50,3,6,4.30355
mpi,50,3,7,3.89666
mpi,50,4,0,4.42094
mpi,50,4,1,4.43969
mpi,50,4,2,4.45778
mpi,50,4,3,4.45856
mpi,50,4,4,3.87677
mpi,50,4,5,4.11179
mpi,50,4,6,4.26537
mpi,50,4,7,4.41419
mpi,50,5,0,4.23596
mpi,50,5,1,4.35167
mpi,50,5,2,4.37499
mpi,50,5,3,4.33911
mpi,50,5,4,4.23626
mpi,50,5,5,3.91962
mpi,50,5,6,3.79016
mpi,50,5,7,4.27441
mpi,50,6,0,4.17907
mpi,50,6,1,4.10093
mpi,50,6,2,4.50039
mpi,50,6,3,4.41384
mpi,50,6,4,4.47597
mpi,50,6,5,4.38883
mpi,50,6,6,4.48673
mpi,50,6,7,4.45616
mpi,50,7,0,3.95527
mpi,50,7,1,3.83439
mpi,50,7,2,3.96115
mpi,50,7,3,4.03934
mpi,50,7,4,4.2597
mpi,50,7,5,4.25973
mpi,50,7,6,4.17527
mpi,50,7,7,4.25054
mpi,50,8,0,4.3036
mpi,50,8,1,4.40587
mpi,50,8,2,4.41569
mpi,50,8,3,4.43983
mpi,50,8,4,3.90207
mpi,50,8,5,4.34595
mpi,50,8,6,4.01563
mpi,50,8,7,4.42459
