mode,size_mb,ranks,threads_per_rank,avg_time_io_max_s,avg_time_alloc_max_s,avg_time_sa_max_s,avg_time_merge_s,avg_time_lcp_s,avg_time_lrs_scan_s,avg_time_compute_pure_s,avg_time_total_compute_s,avg_time_transfers_comm_s,avg_throughput_MBps,avg_speedup,avg_efficiency_pct,avg_memory_overhead_ratio_pct
mpi+omp,1,4,4,0.001364,0.000001,0.001795,0.001713,0.000505,0.000026,0.004013,0.004040,0.000031,11.866306,1.442580,36.064512,0.034283
mpi+omp,50,4,4,0.003694,0.000001,0.157919,0.116588,0.058499,0.001451,0.333006,0.334458,0.001259,7.167207,1.174654,29.366349,0.000435
mpi+omp,100,4,4,0.006001,0.000001,0.332561,0.238656,0.148885,0.002515,0.720102,0.722618,0.002846,6.615715,1.399680,34.991991,0.000201
mpi+omp,200,4,4,0.011123,0.000001,0.715138,0.524207,0.370976,0.005028,1.610320,1.615350,0.005794,5.914689,1.439293,35.982323,0.000099
mpi+omp,500,4,4,0.026362,0.000001,2.013506,2.485887,1.113131,0.012570,5.612524,5.625095,0.012469,4.249186,1.250521,31.263026,0.000026
