mode,size_mb,run,rank,threads,time_sa_local_s,time_comm_s,time_io_s,time_alloc_s
mpi+omp,1,1,0,4,0.003396,0.000020,0.000675,0.000001
mpi+omp,1,1,1,4,0.003358,0.000020,0.000675,0.000001
mpi+omp,1,2,0,4,0.003446,0.000024,0.000609,0.000001
mpi+omp,1,2,1,4,0.003389,0.000024,0.000611,0.000001
mpi+omp,1,3,0,4,0.003434,0.000029,0.000625,0.000001
mpi+omp,1,3,1,4,0.003436,0.000029,0.000627,0.000001
mpi+omp,1,4,0,4,0.003505,0.000023,0.000594,0.000001
mpi+omp,1,4,1,4,0.003477,0.000023,0.000594,0.000001
mpi+omp,1,5,0,4,0.003411,0.000020,0.000770,0.000001
mpi+omp,1,5,1,4,0.003374,0.000020,0.000577,0.000001
mpi+omp,1,6,0,4,0.003453,0.000021,0.000582,0.000001
mpi+omp,1,6,1,4,0.003408,0.000021,0.000582,0.000001
mpi+omp,1,7,0,4,0.003540,0.000023,0.000607,0.000001
mpi+omp,1,7,1,4,0.003515,0.000022,0.000607,0.000001
mpi+omp,1,8,0,4,0.003461,0.000020,0.000615,0.000001
mpi+omp,1,8,1,4,0.003397,0.000020,0.000615,0.000001
mpi+omp,1,9,0,4,0.003441,0.000021,0.000603,0.000001
mpi+omp,1,9,1,4,0.003439,0.000021,0.000603,0.000001
mpi+omp,1,10,0,4,0.003420,0.000020,0.000624,0.000001
mpi+omp,1,10,1,4,0.003386,0.000020,0.000624,0.000001
mpi+omp,50,1,0,4,0.304760,0.001117,0.001525,0.000001
mpi+omp,50,1,1,4,0.307717,0.001117,0.001525,0.000001
mpi+omp,50,2,0,4,0.300780,0.001137,0.001550,0.000001
mpi+omp,50,2,1,4,0.303726,0.001137,0.001550,0.000001
mpi+omp,50,3,0,4,0.299773,0.001041,0.001526,0.000001
mpi+omp,50,3,1,4,0.299861,0.001041,0.001526,0.000001
mpi+omp,50,4,0,4,0.297427,0.001163,0.002261,0.000001
mpi+omp,50,4,1,4,0.299908,0.001165,0.001584,0.000001
mpi+omp,50,5,0,4,0.299915,0.001050,0.002225,0.000001
mpi+omp,50,5,1,4,0.302843,0.001050,0.001573,0.000001
mpi+omp,50,6,0,4,0.300034,0.001207,0.002205,0.000001
mpi+omp,50,6,1,4,0.300644,0.001207,0.001524,0.000001
mpi+omp,50,7,0,4,0.306757,0.001427,0.002412,0.000001
mpi+omp,50,7,1,4,0.310993,0.001427,0.001702,0.000001
mpi+omp,50,8,0,4,0.302167,0.001116,0.001548,0.000001
mpi+omp,50,8,1,4,0.304268,0.001116,0.001548,0.000001
mpi+omp,50,9,0,4,0.299311,0.001193,0.002230,0.000001
mpi+omp,50,9,1,4,0.301664,0.001195,0.001545,0.000001
mpi+omp,50,10,0,4,0.306040,0.001284,0.001543,0.000001
mpi+omp,50,10,1,4,0.306433,0.001284,0.001543,0.000001
mpi+omp,100,1,0,4,0.626939,0.002596,0.002524,0.000001
mpi+omp,100,1,1,4,0.616068,0.002596,0.002524,0.000001
mpi+omp,100,2,0,4,0.621468,0.002721,0.002558,0.000001
mpi+omp,100,2,1,4,0.610921,0.002721,0.002558,0.000001
mpi+omp,100,3,0,4,0.651805,0.002977,0.003707,0.000002
mpi+omp,100,3,1,4,0.640724,0.002976,0.002540,0.000002
mpi+omp,100,4,0,4,0.622144,0.002590,0.002502,0.000001
mpi+omp,100,4,1,4,0.608205,0.002590,0.002502,0.000001
mpi+omp,100,5,0,4,0.624404,0.002618,0.002522,0.000001
mpi+omp,100,5,1,4,0.612234,0.002618,0.002522,0.000001
mpi+omp,100,6,0,4,0.623559,0.002436,0.003614,0.000001
mpi+omp,100,6,1,4,0.612012,0.002436,0.002490,0.000001
mpi+omp,100,7,0,4,0.622585,0.002489,0.002580,0.000001
mpi+omp,100,7,1,4,0.610530,0.002489,0.002580,0.000001
mpi+omp,100,8,0,4,0.628424,0.002565,0.002597,0.000001
mpi+omp,100,8,1,4,0.616329,0.002565,0.002597,0.000001
mpi+omp,100,9,0,4,0.624265,0.002492,0.002512,0.000001
mpi+omp,100,9,1,4,0.611037,0.002492,0.002512,0.000001
mpi+omp,100,10,0,4,0.629319,0.002495,0.002587,0.000001
mpi+omp,100,10,1,4,0.615779,0.002495,0.002587,0.000001
mpi+omp,200,1,0,4,1.361236,0.004171,0.006701,0.000001
mpi+omp,200,1,1,4,1.325015,0.004171,0.004612,0.000001
mpi+omp,200,2,0,4,1.378439,0.004052,0.004644,0.000001
mpi+omp,200,2,1,4,1.395743,0.004052,0.004644,0.000001
mpi+omp,200,3,0,4,1.365520,0.004389,0.004726,0.000001
mpi+omp,200,3,1,4,1.325214,0.004389,0.004726,0.000001
mpi+omp,200,4,0,4,1.385526,0.004210,0.004707,0.000001
mpi+omp,200,4,1,4,1.344267,0.004212,0.004707,0.000001
mpi+omp,200,5,0,4,1.340568,0.004172,0.006737,0.000001
mpi+omp,200,5,1,4,1.352616,0.004172,0.004515,0.000001
mpi+omp,200,6,0,4,1.346660,0.004105,0.004692,0.000001
mpi+omp,200,6,1,4,1.323848,0.004105,0.004692,0.000001
mpi+omp,200,7,0,4,1.351308,0.004124,0.004697,0.000001
mpi+omp,200,7,1,4,1.327153,0.004124,0.004697,0.000001
mpi+omp,200,8,0,4,1.389280,0.004313,0.004830,0.000001
mpi+omp,200,8,1,4,1.366970,0.004313,0.004830,0.000001
mpi+omp,200,9,0,4,1.377052,0.004231,0.004829,0.000001
mpi+omp,200,9,1,4,1.357058,0.004231,0.004829,0.000001
mpi+omp,200,10,0,4,1.385087,0.003750,0.004707,0.000001
mpi+omp,200,10,1,4,1.355901,0.003750,0.004709,0.000001
mpi+omp,500,1,0,4,3.748887,0.010075,0.011149,0.000001
mpi+omp,500,1,1,4,3.702673,0.010073,0.011149,0.000001
mpi+omp,500,2,0,4,3.716770,0.010129,0.011023,0.000002
mpi+omp,500,2,1,4,3.667866,0.010129,0.010997,0.000002
mpi+omp,500,3,0,4,3.676613,0.010182,0.010949,0.000001
mpi+omp,500,3,1,4,3.624065,0.010182,0.010949,0.000001
mpi+omp,500,4,0,4,3.772337,0.010560,0.010910,0.000001
mpi+omp,500,4,1,4,3.788277,0.010559,0.010913,0.000001
mpi+omp,500,5,0,4,3.692368,0.009811,0.010931,0.000001
mpi+omp,500,5,1,4,3.646266,0.009811,0.010931,0.000001
mpi+omp,500,6,0,4,3.903530,0.010195,0.010690,0.000001
mpi+omp,500,6,1,4,3.849408,0.010195,0.010690,0.000001
mpi+omp,500,7,0,4,3.683134,0.010397,0.010809,0.000001
mpi+omp,500,7,1,4,3.637238,0.010397,0.010818,0.000001
mpi+omp,500,8,0,4,3.718925,0.009742,0.011281,0.000001
mpi+omp,500,8,1,4,3.656299,0.009741,0.011281,0.000001
mpi+omp,500,9,0,4,3.659854,0.009692,0.010671,0.000001
mpi+omp,500,9,1,4,3.619138,0.009691,0.010671,0.000001
mpi+omp,500,10,0,4,3.716622,0.010098,0.011165,0.000001
mpi+omp,500,10,1,4,3.664452,0.010098,0.011165,0.000001
